Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"De Leon, Lordian V; ",Teachers Difficulties and Struggles In Modular Distance Learning Delivery: Input to BE-LCP,"EPRA International Journal of Research and Development (IJRD, 6 (7), 623–631. https://doi. org/10.36713/epra7901",,,,2021,
"Fykaris, I; Tympa, E; ",“Learning from Each Other”: A Peer Education as an Alternative Teaching Option,Child & Youth Services,46,1,25-45,2025,Taylor & Francis
"Carroll, L; Finelli, Cynthia J; Prince, Michael J; Graham, Matthew C; Andrews, M; Husman, J; Borrego, Maura; ",An analysis of an instructional development workshop to promote the adoption of active learning in STEM: Potential implications for faculty developers,International journal of engineering education,,,,2022,International Journal of Engineering Education
"Nurwidodo, N; Hindun, Iin; ","EMKONTAN learning model to improve creativity, collaborative skills, and environmental literacy of prospective biology teachers",Jurnal Biolokus: Jurnal Penelitian Pendidikan Biologi dan Biologi,7,2,143-165,2024,
"Murphy, Michael PA; Phillipson, Andrea; Leger, Andrew; ",Split-Site course design: A pilot study on integrating traditional and active learning classrooms,College Teaching,73,1,10-20,2025,Taylor & Francis
"Putera, Agustian Ramadana; Wijayanti, Wiwik; Niyonsaba, Theophile; ","Exploring the New Identity of Islamic Boarding School Based on Critical Challenges, Changes and Instructional Management in Post Covid-19 Pandemic",Jurnal Tarbiyatuna,12,2,151-163,2021,
"Lavi, Rea; Bertel, Lykke Brogaard; ",Active Learning Pedagogies in High School and Undergraduate STEM Education,Education Sciences,14,9,1011,2024,MDPI
"Chew, Maykoski; Spurdle, Thilo; Mathieu, Pierquin; ",Arabic Teacher Creativity Survey during the Pandemic Period in Elementary Schools,Lingeduca: Journal of Language and Education Studies,2,1,82-94,2023,
"Buswell, Natascha Trellinger; Berdanier, Catherine GP; ",Revealing teaching conceptions and methods through document elicitation of course syllabi and statements of teaching philosophy,2020 IEEE Frontiers in Education Conference (FIE),,,1-9,2020,IEEE
"Murray, Courtney; Osterhage, Jennifer; ",“They helped me through the semester”: electronic instructor messages can foster the instructor-student relationship,Journal of Microbiology and Biology Education,25,1,e00004-24,2024,Am Soc Microbiol
"Phupunna, Suphasa; Hongsamsibkao, Nareerat; ",Enhancing Chinese Vocabulary Memorization Skills through Blooket Games Combined with Active Learning for First-Year Students in the Chinese Language Teaching Program at Rajabhat Mahasarakham University.,Journal of Education and Learning,13,5,191-198,2024,ERIC
"Abdeldaym, Rasha Samir; Abdelkader, Hatem Ahmed; Sakr, Ahmed Saber; ",Avirtual Environment Based on Gamification to Develop Some Academic Skills of Children,International Journal of Electronics and Information Engineering,16,1,35-50,2024,捷頂科技有限公司
"Esparza, David; Lynch-Arroyo, Ruby L; Olimpo, Jeffrey T; ",Empowering current and future educators: Using a scalable action research module as a mechanism to promote high-quality teaching and learning in STEM,Frontiers in Education,6,,754097,2022,Frontiers Media SA
"Jasso, Romina D; García-Prieto, Francisco J; García-Rojas, Antonio Daniel; ",Metodologías activas en la universidad: análisis bibliométrico internacional (2003-2023),Formación universitaria,17,4,151-162,2024,SciELO Chile
"Luta, Jehona; Zhjeqi, Valbona Beqaj; Thaçi, D; Cruz, L; ",Student perceptions of teaching at the faculty of medicine at the University of Prishtina,Journal of Educational and Social Research,13,8,164,2023,Sciendo
"Fixen, Megan; Wald, Nicole; ",Obstacles overcome: A universal guide to active learning,Journal of Higher Education Theory and Practice,21,4,106-110,2021,North American Business Press
"Calleja, James; Buhagiar, Michael A; ",Students’ resistance to learning mathematics through investigations,Journal of Curriculum Studies,54,1,123-146,2022,Taylor & Francis
"Svensson, Oskar Hagvall; ",What's Wrong with Engineering Education? Comparing and Combining a Teaching-Problematization and a Culture-Problematization,,,,,2021,Chalmers Tekniska Hogskola (Sweden)
"Tulipan, Andreas; Gulati, Ankush; Haslerud, Torjan; Gray Jr, Robert; Biermann, Martin; ",Rebooting nuclear medicine specialist education under the COVID‐19 pandemic: From plenary lectures to active e‐learning,Clinical Physiology and Functional Imaging,44,4,297-302,2024,Wiley Online Library
"Pongsophon, Pongprapan; ","Synergizing teacher collaboration to foster active learning strategies, student engagement and achievement in physics: a unified analysis across nine countries",Physics Education,59,5,055012,2024,IOP Publishing
"Chang-Tik, Chan; ","Introduction: Collaborative Active Learning—Strategies, Assessment and Feedback","Collaborative Active Learning: Practical Activity-Based Approaches to Learning, Assessment and Feedback",,,3-31,2022,Springer
"Massam, Winston Edward; ",Investigating effects of contextualized science curricular experiences on students’ learning and their teachers’ teaching in Tanzania,UNIVERSITY OF BRITISH COLUMBIA,,,,2019,
"Egea, Gregorio; Rodríguez-Lizana, Antonio; Pérez-Urrestarazu, Luis; Pérez-Ruiz, Manuel; Rallo, Pilar; Suárez, María Paz; ",Assessment of actual workload and student performance in the agricultural engineering final degree project in a Spanish higher education context,Education Sciences,12,6,418,2022,MDPI
"Koocharoenpisal, Numphon; ",Enhancing Competency in Designing Learning Activities Based on STEM Education of Pre-Service Science Teachers.,Anatolian Journal of Education,8,2,207-224,2023,ERIC
"Ahlers, Adam A; Brimhall, Traci; ",Using learner‐generated poetry to help students understand technical scientific literature,Natural Sciences Education,52,2,e20127,2023,Wiley Online Library
"Baran, Evrim; AlZoubi, Dana; Karabulut-Ilgu, Aliye; ",Leveraging engineering instructors’ professional development with classroom analytics,Society for Information Technology & Teacher Education International Conference,,,1769-1775,2022,Association for the Advancement of Computing in Education (AACE)
"Anggraeni, Melyana Dyah; Sunarno, Widha; Suparmi, Suparmi; ",The Implementation of Joyful Learning Strategies using Experimental and Project Methods in Terms of Students’ Creativity and Self-Discipline,JPI (Jurnal Pendidikan Indonesia),10,2,256-267,2021,
"Burkholder, Eric W; Sake, Mason; Zhang, Jiamin; ",Preparation for future active learning,The Physics Teacher,61,6,532-533,2023,AIP Publishing
"Santos-Guevara, Brenda N; Rincon-Flores, Elvira G; Méndez, Nora Marisa León-Real; ",Elevate Your Learning: Unveiling Students' Emotions in an Gamified Matrix Modeling Class,2024 IEEE Global Engineering Education Conference (EDUCON),,,01-04,2024,IEEE
"Karabulut-Ilgu, Aliye; AlZoubi, Dana; Baran, Evrim; ",Exploring Engineering Faculty's Use of Active-learning Strategies in Their Teaching,2021 ASEE Virtual Annual Conference Content Access,,,,2021,
"Kapoor, Hansika; ",Creative resistance in learning environments,Springer encyclopedia of educational innovation. Springer Singapore. https://doi. org/10.1007/978-981-13-2262-4,,,,2019,
"Simões, A; Moreira, G; Oswald, T; ",Empowering EFL learners for the global stage: a collaborative approach to cultivating 21st-century skills and intercultural competence in higher education,ICERI2023 Proceedings,,,9696-9707,2023,IATED
"Arain, Shoukat Ali; Alhadid, Daeya Ahmad; Rasheed, Shahzad; Alrefaai, Maram Mansour; Alsibai, Tarek M Ahyaf; Meo, Sultan Ayoub; ",Perceived effectiveness of learning methods among preclinical medical students-role of personality and changes over time,Pakistan Journal of Medical Sciences,37,7,1854,2021,
"Ali, Syeda Fizza; Bang, Daniel; Magana, Alejandra J; Anwar, Saira; ","Impact of Instructional Activities on Students' Positivity, Participation, and Perceived Value in a Systems Analysis and Design Course",2023 IEEE Frontiers in Education Conference (FIE),,,1-7,2023,IEEE
"Su, Jianye; ",The influence of learning environment and learning pressure on the student development of university--based on the mediating role of learning orientation and engagement,,,,,2022,National Institute of Development Administration
"Silva, Williamson; Gadelha, Bruno; Steinmacher, Igor; Conte, Tayana; ",Towards an open repository for teaching software modeling applying active learning strategies,Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Software Engineering Education and Training,,,162-172,2020,
"Özkanbaş, Müge; Taştan Kırık, Özgecan; ",Middle school students’ reflections on process oriented guided inquiry learning (POGIL®),The Journal of educaTional research,116,5,280-292,2023,Routledge
"Akin, Victoria; Braley, Emily; Bookman, Jack; ",Modeling Active Learning in Professional Development for Teaching,The Journal of Faculty Development,37,3,28-39,2023,Magna Publications
"Smith, Karl A; Felder, Richard M; ",Cooperative learning in engineering education: The story of an ongoing uphill climb,Contemporary global perspectives on cooperative learning,,,252-267,2023,Routledge
"Rutakomozibwa, Angela Mercy; ",Effect of computer simulations on female students' motivation for and engagement with physics learning: a case of secondary schools in Tanzania,,,,,2022,University of British Columbia
"Ortega, Adriana; Jambaya, Raymond; ",Online collaborative active learning in psychology,"Collaborative Active Learning: Practical Activity-Based Approaches to Learning, Assessment and Feedback",,,213-236,2022,Springer
"Rukli, Rukli; Iqramsyar, Muh Nur; ",Student worksheet design analysis based on adaptive intelligence with an approach of assessment as learning,AKSIOMA: Jurnal Program Studi Pendidikan Matematika,11,4,2866-2879,2022,
"Quezada-Espinoza, Monica; Dominguez, Angeles; Zavala, Genaro; Calderón, Juan Felipe; ",Student response to instructional practices (StRIP) survey in engineering classrooms: Validating a spanish version,2020 ASEE Virtual Annual Conference Content Access,,,,2020,
"Yu, Xiaodan; ",Make the Collaborative Learning Engaging: Guideline for Higher Education Teachers to Implement Effective Group Work,Curriculum and Teaching Methodology,6,2,95-103,2023,Clausius Scientific Press
"Essop, M Faadiel; Beselaar, Leandrie; ",Student response to a cooperative learning element within a large physiology class setting: lessons learned,Advances in Physiology Education,44,3,269-275,2020,"American Physiological Society Bethesda, MD"
"Mamombe, Charles; Mathabathe, Kgadi C; Gaigher, Estelle; ",From the Familiar to the Abstract: Exploring Grade 11 Learners’ Development in Stoichiometry Problem Solving Competency with Exposure to POGIL,"African Journal of Research in Mathematics, Science and Technology Education",26,2,166-180,2022,Routledge
"Collier, Traci; ",Student Perceptions About Metacognitive Learning Strategies in Introductory Biology Courses,,,,,2021,Walden University
"Nirfayanti, Nirfayanti; Syamsuriyawati, Syamsuriyawati; Aisyah, Nur; ","Application of active, collaborative and inductive cooperative learning models in improving junior high school students' mathematical generalization ability",Jurnal Math Educator Nusantara: Wahana Publikasi Karya Tulis Ilmiah di Bidang Pendidikan Matematika,10,1,71-80,2024,
"Chen, Xinnian; Redden, John M; Bobrownicki, Aiyana; Gill, Julia; Graham, Mark J; ",Using pathway modeling to evaluate and improve student-centered teaching practices in co-taught college science courses,CBE—Life Sciences Education,20,2,es5,2021,Am Soc Cell Biol
"Liani, Siti; ",Strategies for developing naturalist intelligence at nature schools,Journal of K6 Education and Management,3,3,401-410,2020,
"Kamenetskiy, Marina; ",Active learning strategies for online college classrooms,Optimizing Higher Education Learning Through Activities and Assessments,,,1-19,2020,IGI Global Scientific Publishing
"Aslanidou, Ioanna; Zimmerman, Nathan; Pontika, Evangelia; Kalfas, Anestis I; Kyprianidis, Konstantinos G; ",Reforming heat and power technology course using student feedback to enhance learning experience,International Journal of Mechanical Engineering Education,49,4,410-434,2021,"SAGE Publications Sage UK: London, England"
"Roberts, Jay W; ",Risky teaching: harnessing the power of uncertainty in higher education,,,,,2021,Routledge
"Knop, Alexander; Dressler, Mareike; Klement, Leah; Hadjipieris, Paul; ",Fostering proving skills in upper-division mathematics classes through peer feedback assignments,Transformative Dialogues: Teaching and Learning Journal,14,3,,2022,
"Becton, Daniel E; Long, Erin; ",Re-visioning Bulletin Boards: A Participatory Approach to Assessing Student Learning and Experience.,Journal of College & University Student Housing,50,2,,2024,
"Fraj‐Andrés, Elena; Lucia‐Palacios, Laura; Pérez‐López, Raúl; ",Reducing resistance to repeating a wiki activity: What can teachers do?,British Journal of Educational Technology,51,6,2286-2305,2020,Wiley Online Library
"Caruso, Caryn Marie; ",The effect of active learning on academic motivation among pre-service teachers,,,,,2021,Virginia Tech
"Joseph, Merlyn; Farris, Charlotte; Martinez III, Mardoqueo; Demps, Elaine; Hernández-Muñoz, José J; ",Faculty Self-and Needs Assessment of Preparedness for Integrating Active Learning Based on Medina's Conceptual Framework,Journal of Medical Education and Curricular Development,8,,23821205211044590,2021,"SAGE Publications Sage UK: London, England"
